,gOSI,OSI,pref_ori,gDSI,DSI,pref_dir,anova_F,anova_p,gOSI_p,gOSI_null_mean,peak_rate,mean_rate,split_half_r,split_half_pref_diff,pref_tf,baseline_rate,area,session,responsive,ori_selective
sub-699733573_ses-715093703_950912226,0.44124914766728324,0.7047909087861134,9.464764930807744,0.07103522368345876,0.031952511962314877,69.3735499180097,27.333279708005726,1.4514242137365092e-21,0.001996007984031936,0.06689184590467612,29.042457682495133,14.51285397920129,0.9693248446265859,0.10505308250392886,8.0,3.4970772763128832,VISp,sub-699733573_ses-715093703,True,True
sub-699733573_ses-715093703_950912249,0.23908582184326843,0.38584742984541975,26.3071238537794,0.07560006113891134,0.11513158500018604,199.55997787633248,8.047301663446659,6.851086495882686e-08,0.001996007984031936,0.05266509728787161,14.354537583003589,8.574960732358432,0.9193112704934684,6.542980126944627,1.0,14.10486437660968,VISp,sub-699733573_ses-715093703,True,True
sub-699733573_ses-715093703_950912283,0.05984315281297446,0.20683763485961618,48.41118422055129,0.07346787805278608,0.10070533787604201,184.79570794620452,3.9325359507761517,0.0007192806889745213,0.2554890219560878,0.04550072136863255,12.922409069395657,8.782816487619023,0.9681518332471125,3.785577976618896,1.0,8.392982285130946,VISp,sub-699733573_ses-715093703,True,False
sub-699733573_ses-715093703_950912293,0.22791484196138945,0.3148673788704013,166.68130232271713,0.13198792252435274,0.18367616412219306,231.14423680542862,6.605040579427833,1.5748884296846737e-06,0.001996007984031936,0.06422713898757032,8.692782327062323,4.618455000852506,0.9564159646613352,5.329926639119748,1.0,6.910885420183975,VISp,sub-699733573_ses-715093703,True,True
sub-699733573_ses-715093703_950912326,0.012616929525097404,0.00741000309793322,75.69355757857151,0.04817905581764384,0.15254203744860137,50.10296879054975,0.9514838086232675,0.4702933784338974,0.9720558882235529,0.05915556384992088,15.853458671692026,12.402108167036605,0.7815433908796352,86.65769204154532,8.0,7.3771689016546524,VISp,sub-699733573_ses-715093703,False,False
sub-699733573_ses-715093703_950912361,0.09582579331254949,0.056217740413403446,103.85911781577691,0.10780314163668343,0.1502775781349481,348.1564707125562,1.3089655684799586,0.252567538943374,0.4530938123752495,0.09270118851679846,10.324720519279158,6.723623635439597,0.5193339276657407,33.875168590973715,15.0,3.9800081949264214,VISp,sub-699733573_ses-715093703,False,False
sub-699733573_ses-715093703_950912384,0.2103115869603652,0.45751375252071286,89.06611555206867,0.12057329668771102,0.1584400441228984,233.82682194358108,5.7004043182316675,1.2028447316248836e-05,0.001996007984031936,0.05704148349285349,7.42707860148814,4.337432957334549,0.8723154008216824,13.05781741650162,1.0,3.3138940700072426,VISp,sub-699733573_ses-715093703,True,True
sub-699733573_ses-715093703_950912396,0.5879183534762775,0.7548824344381732,88.41145938564071,0.19880601138009232,0.2107835024700258,263.69221005350636,29.095681953598103,1.9743993484271846e-22,0.001996007984031936,0.11576092570066356,16.452828806434418,4.7091449272577215,0.9918684841785668,2.210134442323252,1.0,3.097414242216869,VISp,sub-699733573_ses-715093703,True,True
sub-699733573_ses-715093703_950912406,0.29270511477840744,0.4217437587575395,14.035756527747582,0.06043281565812495,0.018694746072147585,39.202220687751684,12.045654046291176,2.3184530918466144e-11,0.001996007984031936,0.07221543814485763,10.890959172899176,5.529006456495135,0.9303189547566751,10.566518336622375,1.0,3.0974126616860174,VISp,sub-699733573_ses-715093703,True,True
sub-699733573_ses-715093703_950912417,0.03653464563878806,0.056997503915412785,3.8138419063537996,0.10784487114545313,0.2056727298657536,91.8352930109084,0.9699711974201721,0.45677323087973387,0.8682634730538922,0.08389778999108152,2.4265408065853324,1.8395334036659903,0.23227247354276911,76.92258535066317,1.0,1.4820930380552513,VISp,sub-699733573_ses-715093703,False,False
sub-699733573_ses-715093703_950912427,0.6168442594634854,0.8933813032454223,77.91795490069649,0.0694453298513391,0.11592747613875173,129.98511601025973,31.416275471065934,1.2885243230090712e-23,0.001996007984031936,0.08961261177909836,17.152275409030104,6.494842381734564,0.9857359899652826,1.5897202018584835,1.0,6.378002705723842,VISp,sub-699733573_ses-715093703,True,True
