unit,r2_hd,r2_hist,r2_both,mvl,pref_dir,hd_cell,mean_rate,is_fs
167,0.2564147710800171,0.17731010913848877,0.30785608291625977,0.7809232002569532,6.064097943689772,True,2.2768760994390784,False
168,0.00021964311599731445,0.08368271589279175,0.08119291067123413,0.174575550451344,5.382588784858586,True,29.41739409428347,True
169,0.20536422729492188,0.12918758392333984,0.256902813911438,0.7078850654636155,5.358228981782858,True,2.3581931029904744,False
170,0.3613889217376709,0.24024635553359985,0.3969215750694275,0.8517683240757551,4.602612948994272,True,5.864228262913914,False
171,0.1689344048500061,0.13947254419326782,0.23407334089279175,0.6013680923345462,5.875032824434694,True,2.88260479936274,False
172,-0.002234935760498047,0.03270226716995239,0.03137129545211792,0.048623498871457844,4.439267976999302,False,21.26411984024251,True
173,0.2430192232131958,0.1498962640762329,0.29723215103149414,0.7454896580905954,3.300081998609954,True,2.929071658534966,False
174,0.18860554695129395,0.1734623908996582,0.2485727071762085,0.6586296412907838,6.225630580323058,True,4.418777036520739,False
175,0.09581208229064941,0.14272725582122803,0.17856645584106445,0.2619982236444222,1.002466553211225,True,3.488886676181309,False
176,0.11767268180847168,0.11413460969924927,0.1819642186164856,0.3804057004062507,2.8520876018001045,True,6.021330501067632,False
177,0.34748584032058716,0.19116371870040894,0.4250103235244751,0.9641802150547439,2.5383751459924953,True,1.6313186630820804,False
178,0.09906232357025146,0.1458132266998291,0.20891427993774414,0.6540860434407046,1.0201844829075655,True,2.4975936805071526,False
179,0.08193355798721313,0.11630064249038696,0.15156060457229614,0.5500769188789377,0.005729983078499478,True,5.80005974310465,False
180,0.1476227045059204,0.12653511762619019,0.19345027208328247,0.5231074371938187,3.0827520304416685,True,2.0926681934348967,False
181,0.2118552327156067,0.20478802919387817,0.37717193365097046,0.9725224731647855,0.9370239729570077,True,3.7599433546859613,False
182,0.12010502815246582,0.15104049444198608,0.187255859375,0.44570955941532087,0.9891832432275307,True,8.250633387544669,False
183,0.08527946472167969,0.12900590896606445,0.16828739643096924,0.5145442794274826,0.4857663116102832,True,0.20301592043103545,False
184,-0.017139673233032227,-4.951098918914795,-8.312670707702637,0.31774736845806634,4.192308960594081,False,2.152964474979809,False
