unit_id,session,structure,mean_rate,max_rate,pref_dir,pref_ori,gOSI,gDSI,p_gOSI
950918230,715093703,VISpm,6.554756835811662,10.34466013984539,270.0,90.0,0.14631879234748332,0.057902081584063576,0.001996007984031936
950918246,715093703,VISpm,5.362572688815823,6.994170940375021,0.0,0.0,0.07933403537966251,0.05762277230296593,0.001996007984031936
950918261,715093703,VISpm,10.171429441141173,17.745129396418964,90.0,90.0,0.4495273321317006,0.013499679464143538,0.001996007984031936
950918280,715093703,VISpm,3.8488040877445715,6.128199601149725,270.0,90.0,0.18825716852497248,0.033529905216182126,0.001996007984031936
950918294,715093703,VISpm,5.265660949364438,7.720236126668909,45.0,45.0,0.13969878086749632,0.16263696525404495,0.001996007984031936
950918310,715093703,VISpm,1.7051094857075886,2.2714374492539164,180.0,0.0,0.06874365388003532,0.11331392387452072,0.37325349301397204
950918326,715093703,VISpm,12.90580193676852,21.868343388911786,270.0,90.0,0.31855472223048714,0.04002812407760366,0.001996007984031936
950918344,715093703,VISpm,3.18135271937081,4.582834771131135,315.0,135.0,0.2913268111179161,0.051536212790282365,0.001996007984031936
950918362,715093703,VISpm,11.386047832128783,23.533585806347986,270.0,90.0,0.4148291117676604,0.004214504196210266,0.001996007984031936
950918381,715093703,VISpm,5.65917143962235,13.861789082276431,180.0,0.0,0.5525218304465614,0.003947078573897071,0.001996007984031936
950918398,715093703,VISpm,7.304930311145545,11.144010433486816,315.0,135.0,0.17910911556775885,0.05065019740588526,0.001996007984031936
950918422,715093703,VISpm,1.7209884296100577,2.2183037946855153,45.0,45.0,0.14327380738586726,0.060076669947550725,0.001996007984031936
950918474,715093703,VISpm,6.708462614521726,12.300498579226275,135.0,135.0,0.3511494719242065,0.010632838978254238,0.001996007984031936
950918491,715093703,VISpm,1.4269344670872173,2.810969587926369,225.0,45.0,0.2335134828107921,0.20115994643664786,0.001996007984031936
950918549,715093703,VISpm,2.944854258765432,5.0690808016733175,315.0,135.0,0.43218968419501586,0.029195116772375664,0.001996007984031936
950918570,715093703,VISpm,10.626014004149843,26.69089473372919,225.0,45.0,0.5902144435739994,0.01637864512449775,0.001996007984031936
